URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVERAGE NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUN,AVG WORD LENGTH
bctech2011,https://insights.blackcoffer.com/ml-and-ai-based-insurance-premium-model-to-predict-premium-to-be-charged-by-the-insurance-company/,182,-58,0.5166666645138889,0.9999999958333333,21.58411214953271,0.3678603137022788,8.780788985293997,21.58411214953271,1243,240,2.2065699911216337,0,6.504291210417283
bctech2012,https://insights.blackcoffer.com/streamlined-integration-interactive-brokers-api-with-python-for-desktop-trading-application/,66,-34,0.3199999968,0.9999999900000002,36.83076923076923,0.34941520467836257,14.872073774179038,36.83076923076923,478,100,2.2054093567251463,0,6.590643274853801
bctech2013,https://insights.blackcoffer.com/efficient-data-integration-and-user-friendly-interface-development-navigating-challenges-in-web-application-deployment/,66,-58,0.06451612851196671,0.999999991935484,45.870370370370374,0.3169734151329243,18.47493751420132,45.870370370370374,465,124,2.14519427402863,0,6.426721199727335
bctech2014,https://insights.blackcoffer.com/effective-management-of-social-media-data-extraction-strategies-for-authentication-security-and-reliability/,66,-47,0.1681415914323753,0.9999999911504426,35.26865671641791,0.34023668639053256,14.243557361123377,35.26865671641791,460,113,2.1664201183431953,0,6.4674556213017755
bctech2015,https://insights.blackcoffer.com/streamlined-trading-operations-interface-for-metatrader-4-empowering-efficient-management-and-monitoring/,61,-42,0.18446601762654352,0.9999999902912623,56.34090909090909,0.32598208132322537,22.666756468892928,56.34090909090909,473,103,2.128876636802205,0,6.274982770503101
bctech2016,https://insights.blackcoffer.com/efficient-aws-infrastructure-setup-and-management-addressing-security-scalability-and-compliance/,63,-44,0.17757009179841035,0.9999999906542058,35.815384615384616,0.33533834586466166,14.460289184499713,35.815384615384616,446,107,2.1466165413533833,0,6.396240601503759
bctech2017,https://insights.blackcoffer.com/streamlined-equity-waterfall-calculation-and-deal-management-system/,50,-42,0.08695652079395086,0.999999989130435,54.4390243902439,0.326955074875208,21.906391786047646,54.4390243902439,393,92,2.129783693843594,0,6.416805324459235
bctech2018,https://insights.blackcoffer.com/automated-orthopedic-case-report-generation-harnessing-web-scraping-and-ai-integration/,51,-33,0.2142857117346939,0.9999999880952383,59.578947368421055,0.321656050955414,23.960241367750587,59.578947368421055,404,84,2.1011146496815285,0,6.302547770700637
bctech2019,https://insights.blackcoffer.com/streamlining-time-calculation-in-warehouse-management-leveraging-shiphero-api-and-google-bigquery-integration/,55,-44,0.11111110998877667,0.99999998989899,54.25,0.30095658572479767,21.82038263428992,54.25,409,99,2.0765268579838114,0,6.255334805003679
bctech2020,https://insights.blackcoffer.com/efficient-database-design-and-management-streamlining-access-and-integration-for-partner-entity-management/,70,-50,0.1666666652777778,0.9999999916666668,55.61702127659574,0.3497164461247637,22.386695089088207,55.61702127659574,555,120,2.1726528040327664,0,6.404536862003781
bctech2021,https://insights.blackcoffer.com/automated-campaign-management-system-a-comprehensive-solution-with-linkedin-and-email-integration/,77,-43,0.28333333097222224,0.9999999916666668,32.18666666666667,0.33162142333088773,13.007315235999023,32.18666666666667,452,120,2.1511371973587674,0,6.426265590608951
bctech2022,https://insights.blackcoffer.com/ai-driven-data-analysis-ai-tool-using-langchain-for-a-leading-real-estate-and-financing-firm-worldwide/,66,-47,0.1681415914323753,0.9999999911504426,43.43333333333333,0.29593810444874274,17.49170857511283,43.43333333333333,459,113,2.078014184397163,0,6.326241134751773
bctech2023,https://insights.blackcoffer.com/grafana-dashboard-to-visualize-and-analyze-sensors-data/,66,-45,0.1891891874847821,0.9999999909909911,66.1891891891892,0.2988348183687457,26.59520960302318,66.1891891891892,436,111,2.0568882796435917,0,6.139821795750514
bctech2024,https://insights.blackcoffer.com/mvp-for-a-software-that-analyses-content-from-audio-pharma-based/,83,-43,0.31746031494079113,0.9999999920634921,55.1875,0.30327362569487337,22.19630945027795,55.1875,491,126,2.0691785052501546,0,6.196417541692402
bctech2025,https://insights.blackcoffer.com/data-engineering-and-management-tool-airbyte-with-custom-data-connectors-to-manage-crm-database/,78,-42,0.2999999975,0.9999999916666668,52.27450980392157,0.2887154861944778,21.02529011604642,52.27450980392157,481,120,2.0192076830732293,0,6.028211284513805
bctech2026,https://insights.blackcoffer.com/text-summarizing-tool-to-scrape-and-summarize-pubmed-medical-papers/,86,-42,0.34374999731445316,0.9999999921875001,50.509433962264154,0.2928870292887029,20.32092839662114,50.509433962264154,490,128,2.0173341303048415,0,6.083084279736999
bctech2027,https://insights.blackcoffer.com/7up7down-10updown-snakes-and-ladder-games-built-using-oops/,73,-35,0.3518518485939644,0.9999999907407409,42.435483870967744,0.29275715155203896,17.091296409007914,42.435483870967744,481,108,2.018867924528302,0,6.079123554473524
bctech2028,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function/,73,-42,0.269565215047259,0.9999999913043479,48.85964912280702,0.2778402699662542,19.65499575710931,48.85964912280702,494,115,2.003374578177728,0,6.078740157480315
bctech2029,https://insights.blackcoffer.com/end-to-end-tool-to-optimize-routing-and-planning-of-field-engineers-using-googles-cvrp-tw-algorithm/,96,-52,0.29729729528853177,0.9999999932432433,46.950819672131146,0.29367225527312063,18.89779677096171,46.950819672131146,543,148,2.0200108166576527,0,6.080043266630611
bctech2030,https://insights.blackcoffer.com/end-to-end-tool-to-predict-biofuel-prices-using-ieso-data/,78,-51,0.20930232395889672,0.9999999922480621,57.630434782608695,0.2944823310601364,23.169966845467535,57.630434782608695,475,129,2.047737135771854,0,6.1828890266584
bctech2031,https://insights.blackcoffer.com/etl-discovery-tool-using-llma-langchain-openai/,69,-50,0.15966386420450535,0.9999999915966388,39.56164383561644,0.3033769063180828,15.94600829677381,39.56164383561644,557,119,2.0495642701525054,0,6.080065359477124
bctech2032,https://insights.blackcoffer.com/gpt-ocr-api/,46,-32,0.17948717718606183,0.9999999871794873,49.276595744680854,0.2847380410022779,19.824533514273256,49.276595744680854,375,78,2.0167046317388,0,5.973424449506454
bctech2033,https://insights.blackcoffer.com/dockerize-the-aws-lambda-for-serverless-architecture/,64,-36,0.2799999972,0.9999999900000002,51.6875,0.3094575799721836,20.798783031988876,51.6875,445,100,2.1022253129346313,0,6.285813630041725
bctech2034,https://insights.blackcoffer.com/design-and-develop-a-product-recommendation-engine-based-on-the-features-of-products/,85,-69,0.10389610322145387,0.9999999935064936,51.14545454545455,0.2965864577504197,20.576816401281988,51.14545454545455,530,154,2.0402909904868496,0,6.129826524902071
bctech2035,https://insights.blackcoffer.com/database-discovery-tool-using-openai/,74,-43,0.264957262692673,0.9999999914529916,51.816326530612244,0.3309305373525557,20.858902827185922,51.816326530612244,505,117,2.1461336828309308,0,6.287680209698558
bctech2036,https://insights.blackcoffer.com/automate-the-data-management-process/,77,-44,0.27272727047332834,0.9999999917355373,39.84057971014493,0.2665525114155251,16.042852888624182,39.84057971014493,467,121,1.95662100456621,0,5.862442922374429
bctech2037,https://insights.blackcoffer.com/realtime-kibana-dashboard-for-a-financial-tech-firm/,79,-56,0.17037036910836764,0.9999999925925926,57.68,0.24147265836491608,23.168589063345966,57.68,446,135,1.8841364374661613,0,5.783974011911208
bctech2038,https://insights.blackcoffer.com/data-management-etl-and-data-automation/,61,-36,0.25773195610585614,0.9999999896907218,57.7,0.26727410782080485,23.186909643128324,57.7,352,97,1.946848899012908,0,5.901290812452544
bctech2039,https://insights.blackcoffer.com/data-management-egeas/,54,-28,0.3170731668649614,0.9999999878048782,81.0,0.2871376811594203,32.51485507246377,81.0,317,82,2.036231884057971,0,6.117753623188406
bctech2040,https://insights.blackcoffer.com/design-and-develop-powershell-script/,49,-33,0.19512194883997624,0.9999999878048782,280.5,0.28086164043082024,112.31234465617234,280.5,339,82,2.0,0,6.104391052195526
bctech2041,https://insights.blackcoffer.com/design-and-develop-jenkins-shared-library/,47,-27,0.2702702666179694,0.9999999864864867,186.8181818181818,0.2969639468690702,74.84605830602037,186.8181818181818,313,74,2.0531309297912714,0,6.145161290322581
bctech2042,https://insights.blackcoffer.com/design-and-develop-retool-app-for-wholecell-io-and-asana-data-using-their-apis/,50,-28,0.28205127843524,0.9999999871794873,142.93333333333334,0.2904929577464789,57.289530516431924,142.93333333333334,330,78,2.0299295774647885,0,6.065140845070423
bctech2043,https://insights.blackcoffer.com/design-and-develop-a-retool-app-that-will-show-stock-and-crypto-related-information-using-iex-api/,56,-26,0.36585365407495546,0.9999999878048782,115.15789473684211,0.28329092451229854,46.17647426454177,115.15789473684211,334,82,2.011874469889737,0,6.067005937234945
bctech2044,https://insights.blackcoffer.com/crm-monday-com-make-com-to-data-warehouse-to-klipfolio-dashboard/,55,-28,0.32530120089998554,0.9999999879518074,29.734177215189874,0.28191489361702127,12.006436843522758,29.734177215189874,371,83,2.0531914893617023,0,6.358662613981763
bctech2045,https://insights.blackcoffer.com/ner-task-using-bert-with-data-in-xml-format/,53,-31,0.2619047587868481,0.9999999880952383,78.3103448275862,0.2835583796664019,31.437561282901044,78.3103448275862,357,84,2.005559968228753,0,6.066719618745036
bctech2046,https://insights.blackcoffer.com/qualtrics-api-integration-using-python/,53,-30,0.27710843039628397,0.9999999879518074,94.95454545454545,0.28214285714285714,38.09467532467533,94.95454545454545,316,83,2.0285714285714285,0,6.10625
bctech2047,https://insights.blackcoffer.com/design-and-develop-mlops-framework-for-data-centric-ai/,56,-26,0.36585365407495546,0.9999999878048782,124.5,0.2985781990521327,49.91943127962085,124.5,378,82,2.0458135860979465,0,6.156398104265403
bctech2048,https://insights.blackcoffer.com/nlp-based-approach-for-data-transformation/,56,-27,0.3493975861518363,0.9999999879518074,160.07692307692307,0.2967332123411978,64.14946251570571,160.07692307692307,327,83,2.0399274047186933,0,6.133393829401089
bctech2049,https://insights.blackcoffer.com/an-etl-tool-to-pull-data-from-shiphero-to-google-bigquery-data-warehouse/,53,-35,0.20454545222107443,0.9999999886363637,98.20833333333333,0.27520235467255333,39.39341427520236,98.20833333333333,374,88,1.972038263428992,0,5.950699043414275
bctech2050,https://insights.blackcoffer.com/plaid-financial-analytics-a-data-driven-dashboard-to-generate-insights/,55,-31,0.2790697641968632,0.9999999883720931,117.15789473684211,0.29098360655737704,46.979551337359794,117.15789473684211,355,86,2.0278688524590165,0,6.110655737704918
bctech2051,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,67,-38,0.27619047356009074,0.9999999904761906,91.46428571428571,0.2928759894459103,36.70286468149265,91.46428571428571,444,105,2.0270448548812663,0,6.049472295514512
bctech2052,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,63,-26,0.4157303324075244,0.9999999887640451,89.2,0.2746987951807229,35.78987951807229,89.2,342,89,1.979116465863454,0,5.946987951807229
bctech2053,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,58,-27,0.3647058780622838,0.9999999882352942,59.73684210526316,0.2823343848580442,24.007670596048484,59.73684210526316,358,85,2.0181388012618298,0,6.142744479495268
bctech2054,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,60,-31,0.31868131517932624,0.9999999890109892,66.3529411764706,0.26015625,26.645238970588238,66.3529411764706,333,91,1.9421875,0,5.84921875
bctech2055,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,70,-35,0.3333333301587302,0.9999999904761906,41.10526315789474,0.25567765567765566,16.54437632542896,41.10526315789474,349,105,1.901098901098901,0,5.734065934065934
bctech2056,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,74,-58,0.12121212029384758,0.9999999924242425,35.325581395348834,0.268941294530858,14.237809075951876,35.325581395348834,536,132,1.9453085800301053,0,5.841445057701957
bctech2057,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,58,-39,0.19587628664045065,0.9999999896907218,96.70833333333333,0.29270186335403725,38.80041407867495,96.70833333333333,377,97,2.0357142857142856,0,6.179347826086956
bctech2058,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,69,-44,0.22123893609523065,0.9999999911504426,121.9047619047619,0.27882037533512066,48.87343291203881,121.9047619047619,416,113,2.020107238605898,0,6.154155495978553
bctech2059,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,59,-45,0.13461538332100592,0.9999999903846155,112.7,0.2959604286892003,45.19838417147568,112.7,359,104,2.047815333882935,0,6.145094806265457
bctech2060,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,63,-29,0.36956521337429116,0.999999989130435,139.4375,0.30153321976149916,55.8956132879046,139.4375,354,92,2.052810902896082,0,6.174616695059625
bctech2061,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,55,-39,0.17021276414667272,0.9999999893617023,61.853658536585364,0.28330084470435346,24.85478375251589,61.853658536585364,436,94,1.9896036387264457,0,5.96361273554256
bctech2062,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,65,-39,0.24999999759615388,0.9999999903846155,81.33333333333333,0.2634146341463415,32.63869918699187,81.33333333333333,378,104,1.9414634146341463,0,5.820905923344948
bctech2063,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,58,-44,0.13725490061514803,0.9999999901960785,57.61904761904762,0.25570145127850724,23.149899628130452,57.61904761904762,370,102,1.9357290946786454,0,5.765722183828611
bctech2064,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,53,-34,0.21839080208746206,0.9999999885057473,60.421052631578945,0.2846153846153846,24.282267206477734,60.421052631578945,370,87,1.9853846153846153,0,6.04
bctech2065,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,65,-26,0.4285714238618525,0.9999999890109892,102.9090909090909,0.2967032967032967,41.28231768231768,102.9090909090909,378,91,2.0172684458398744,0,6.058084772370487
bctech2066,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,58,-32,0.2888888856790124,0.9999999888888891,148.85714285714286,0.3036036036036036,59.664298584298585,148.85714285714286,337,90,2.0702702702702704,0,6.185585585585586
bctech2067,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,67,-32,0.3535353499642894,0.99999998989899,80.37931034482759,0.2611607142857143,32.25618842364532,80.37931034482759,351,99,1.9546130952380953,0,5.90625
bctech2068,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,64,-32,0.33333332986111114,0.9999999895833335,69.625,0.27672955974842767,27.960691823899374,69.625,352,96,1.9897798742138364,0,6.001572327044025
bctech2069,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,55,-34,0.23595505352859492,0.9999999887640451,116.55555555555556,0.30228310502283107,46.74313546423136,116.55555555555556,331,89,2.0684931506849313,0,6.228310502283105
bctech2070,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,53,-26,0.34177214757250446,0.9999999873417723,131.0,0.3113113113113113,52.52452452452452,131.0,311,79,2.0770770770770772,0,6.255255255255255
bctech2071,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,54,-34,0.22727272469008267,0.9999999886363637,112.38888888888889,0.30917874396135264,45.0792270531401,112.38888888888889,320,88,2.0714975845410626,0,6.243478260869566
bctech2072,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,53,-29,0.29268292325996437,0.9999999878048782,129.25,0.30819366852886404,51.82327746741155,129.25,331,82,2.0716945996275604,0,6.229050279329609
bctech2073,https://insights.blackcoffer.com/handgun-detection-using-yolo/,55,-24,0.3924050583239866,0.9999999873417723,153.92307692307693,0.32768924302788843,61.70030646644193,153.92307692307693,329,79,2.1155378486055776,0,6.344621513944223
bctech2074,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,52,-35,0.1954022966045713,0.9999999885057473,94.31818181818181,0.3134191176470588,37.85264037433155,94.31818181818181,341,87,2.079044117647059,0,6.2463235294117645
bctech2075,https://insights.blackcoffer.com/car-detection-in-satellite-images/,58,-37,0.22105262925207758,0.9999999894736844,66.87878787878788,0.28753993610223644,26.866531125956044,66.87878787878788,360,95,2.007188498402556,0,6.043929712460064
bctech2076,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,65,-40,0.23809523582766443,0.9999999904761906,71.46875,0.2890084550345888,28.703103382013836,71.46875,376,105,2.035357417371253,0,6.128362797847809
bctech2077,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,57,-39,0.18749999804687503,0.9999999895833335,82.64285714285714,0.2905918057663126,33.17337957944938,82.64285714285714,383,96,2.0273141122913505,0,6.065250379362671
bctech2078,https://insights.blackcoffer.com/data-transformation/,67,-42,0.22935779606093765,0.9999999908256881,67.11428571428571,0.27066569129480617,26.95398056223221,67.11428571428571,370,109,1.9765910753474762,0,5.926115581565472
bctech2079,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,53,-34,0.21839080208746206,0.9999999885057473,83.0,0.29096722621902477,33.316386890487614,83.0,364,87,2.0247801758593127,0,6.158273381294964
bctech2080,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,58,-27,0.3647058780622838,0.9999999882352942,103.38095238095238,0.30438448566610454,41.474134746647394,103.38095238095238,361,85,2.048060708263069,0,6.2419898819561555
bctech2081,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,81,-39,0.34999999708333335,0.9999999916666668,58.340425531914896,0.3096658711217184,23.460036561214647,58.340425531914896,519,120,2.0704057279236276,0,6.173031026252984
bctech2082,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,60,-41,0.18811881001862565,0.99999999009901,102.0909090909091,0.28708901363271855,40.95119924181673,102.0909090909091,358,101,2.100240577385726,0,6.367281475541299
